sentence,sentiment
"#Berita #INDONESIA Setelah Pakai Berlian 5 M, Kini Syahrini Dandan Nggak Nyambung: Syahrini yang biasanya tamp... http://bit.ly/18c9ocw ",0
"Suasana hotal asri dan enak, cuman perlengkapan kamar mandi dan snack belum tersedia saat check in",0
Kamar 209 AC nya tidak dingin,0
ac panas sampe narik kasur k ruang tv kulkas jg gg dingin teko listrik ga panas,0
"Tempatnya terlalu jauh, jangkauan wiifi tidak sampai kamar, air panas di kamar mandi tidak berfungsi dengan baik.",0
"Kot ye pun nak solat, guna lah baju yang senonoh sikit. ",0
Tuh kader2 penjilat mamakk banteng @semiaji_w: *Omongan Jongos itu bernilai Sampah* PDIP Merasa Mega Dikriminalisasi http://www.jawapos.com/baca/artikel/13275/PDIP-Merasa-Mega-Dikriminalisasi ?,0
bagus: 1. lokasi startegis 2. suasana tenang kurang 1. sprei kotor 2. air kurang deras,0
"Pesen 2 kamar tapi besar kamarnya beda, banyak semut. Kamar mandinya pintu yg 1 gabisa ditutup. Gaada ac cuma kipas kecil bgt, ga gerah sih cuma pengep aja. Over all bagus.",0
Direlokasi ke hotel lain dengan alasan error system sehingga terjadi over booking. Tapi fasilitas hotel pengganti dibawah hotel yang dibooking awalnya. Semoga tidak terulang kembali,0
"#tinkling_music > Bikin Video Klip, Syahrini Pakai Konsep Absurd http://goo.gl/fb/lNVF1Z ",0
Lokasi sngt strategis sngt dekat dngan pusat prblanjaan dan kuliner.. facilities good.. tpi porses chek in nunggu lama krn kamar blm rapi dan blm siap.. !! unprofesional!! ,0
@natalixia lebih meriah dari dandanan syahrini.,0
"Kamar kotor, seprai warnanya kuning-kuning, bantalnya seperti batal lama/rusak bagian dalamnya, meja kamar rusak-rusak seperti meja bekas, AC tidak berfungsi baik, kamar kotor, penjaga hotelnya jutek-jutek. Tidak recommended deh.",0
"Jangan egois. Pria yang kautuntut dan kauposisikan tidak sebagai kekasih, bisa lelah dan memilih pergi. Nanti nyesel.",0
Kau jauh  Mengapa terasa begitu jauh  Padahal kau ada di depanku Tersenyum kepadaku tapi tetap? ? Jauh by Afgan ? https://path.com/p/2xqtFB ,0
kebersihan nya kurang,0
"sangat bagus, tapi airnya bau",0
"Kalau masih ada kesempatan, aku cuma mau bilang, jangan pergi lagi ya.",0
"Belum siuman jg nih partai? ""@CNNindonesia: PDIP Geram Budi Gunawan Tak Jadi Dilantik http://cnn.id/33754 "" cc @AdianNapitupulu @Masinton",0
"Kecewa tidak ada air panas atau hot shower yg dijanjikan Airyrooms, tidak bisa mandi malam. Tidak ada pemberitahuan atau permintaan maaf sebelumnya baik dari resepsionis maupun housekeeping bahwa water heater sedang rusak. Skor buruk deh. Kecewa",0
"Hotel dan suasana semuanya cukup baik, staf baik. Hari pertama dapat kamar di lantai atas tidak ada wifi tapi air panas lancar, debu cukup tebal dimeja dll. Pindah ke kamar balcony wifi lumayan ada connection tapi tidak ada air panas. Housekeeping lebih sering melap furniture nya aja supaya kamar jadi lebih baik.",0
"Banyak Begal Motor, Polisi: Jangan Pergi di Atas Pukul 22.00 http://bit.ly/1zFr3jp  via @VIVAnews",0
sangat kotor dan bau sampah menyengat. ,0
"lift mati, ac tidak dingin, kamar lantai 3 dan kalo mau naik turun capek sekali",0
Malem minggu? Ohh.. yaudahh dirumah aja ditemani aa afgan yaa kan.. *biasanyajugagimnasihmbloo* ? [pic] ? https://path.com/p/1A7l97 ,0
bau pesing. tolong di perhatikan.  kotor juga,0
lumayan.cocok buat salesman.. sayang tak ada air panas dan WiFi...,0
#Lounge Anak umur 7 tahun ini hobby bakar mobil gara gara bapak nya http://dlvr.it/8mdY2Z  #Assadiqulhaq,0
"Satu mobil dan satu motor tertimpa pohon di Hayam Wuruk. Tidak ada korban jiwa, cuma cedera dan shock @BaleBengong ",0
"Kamar mandi kotor, pelayanan sangat tidak baik karena stafnya tidak ramah sama sekali, tidak nyaman ",0
"Jangan pernah pergi lagi dari hidupku, kuakui ku tak sanggup hidup jika itu tanpamu :')",0
Aku cinta tapi terkekang. Maunya kamu aku diam tak boleh bersolek. Jangan sampai? ? Seperti Itu? by Syahrini ? https://path.com/p/1ilWT8 ,0
Ini Motor Ninja ZX-10R Yang Harga Lebih Mahal dari Mobil Innova Selengkapnya --> http://harianjambi.com/idnews/sprn  http://fb.me/6qawJTHeO ,0
kamar jarang dibersihin,0
#BeritaMahasiswa - Air Mata Sang Ibu Iringi Pemakaman Mahasiswa UPI yang Tewas Diseret Mobil 30 Km Mahasiswa Unive? http://ift.tt/1LUgkcG ,0
Channel tv ny kurang jernih dn kurang banyak,0
"Suai lah dg harga, cuma mohon handuknya ganti yg baru krn handuknya tipis bgt",0
"Charles Honoris: Patahkan Pilkada Langsung, KMP Khianati Rakyat http://bit.ly/1y125zo  #Pilkada U.S. West Coast? http://dlvr.it/8fRQBs ",0
Kamar bagus dapat Snack dari hotel atau airynya semua yg ada dikamar berfungsi dengan baik WiFi kadang lambat kadang cepat tingkatkan lagi pelayanannya,0
"RT @VIVAlife_: VIDEO: Ayu Ting Ting Sewot, Raffi Ahmad Bahas Enji http://dlvr.it/8jNmml  ",0
"kurang ramah, saat datang kondisi kamar belum siap untuk digunakan karena AC bermasalah.",0
wifi tidak tersedia dgn yg di berikan,0
"Kamar 310 tvnya rusak jadi bikin tidak nyaman, tidak ada perbaikan",0
Dorong adek ini ke jalan raya baaang ~~~? ? Untukmu Aku Bertahan by Afgan ? https://path.com/p/zWHns ,0
"Karena org yg tulus mencintai takkan mudah melepaskan, takkan mudah pergi, takkan mudah merelakan. :)  ?",0
"Air hangat di bathroom tidak berfungsi, sudah complain tapi tidak ada solusi, malam dan pagi mandi a",0
sarung bantal agak bau,0
tempat nyaman cuman di ac nya aja kurang dingin,0
pegawai kurang ramah,0
kamar mandinya tolong di perhatikan kembali kebersihannya dan agak sedikit bau dn closet ya terutama .makasih,0
"Syahrini Tak Datang ke Bareskrim Mabes Polri sebab Sakit, tapi Sibuk Konser http://j.mp/1vROCnr  #sib",0
kamar mandinya air hangat rusak,0
"tempatnya sempurna, pas didepan Pantai Losari, namun sayang ACnya Kurang Dingin padahal sdh lapor namun tetep tidak bisa dingin",0
Ups! Baju Model Melorot Saat Show Ardistia New York di IFW http://tinyurl.com/okjpcxz  ,0
"Kamar panas, AC tidak dingin. Tempat semacam kurang layak.",0
"Hati wanita itu kaya kayu, kalo kayu semakin lama semakin keropos, kalo hati wanita semakin lama disia2in semakin dia pergi untuk ninggalin.",0
"JOROK! SELIMUT, SPREI BAU kamar sembab",0
"Dokter sekali pegang pasien sekian menit, ratusan ribu..tp org lupa ngitung waktu yg diperlukan dokter buat sekolah, kuliah, praktikum ..",0
Beginilah efek @kvinjulio gaada di @aspggs. Ada yg nyetel @trans7 nonton konser Afgan. Ada yg nyetel @whatsonantv nonton bollyvaganza,0
"Sprei kasur dan handuk masih kurangp bersih tetapi,klo lebih bersih pasti tambah oke",0
"all perfect, hanya kurang informatif untuk wifi dan nomor operator yg dpt dihubungi",0
air panas di kamar mandi ga nyala. udh dilaporkan bbrapa kali tp ga direspon. resepsionisnya kurang ramah dan terkesan cuek. kebersihan bagus.,0
perlu selimut dan tambahan papan nama di pinggir jalan supaya tidak bingung cari tempat ini,0
acnya kurang dingin,0
nak beli iphone pun takde duit nak makan ice cream lagi lah takde duit ,0
Putusan Sidang Mahkamah Golkar Ditunda  http://metrotvn.ws/A363114 ,0
"lumayan bagus,,tenang untuk istirahat,,pelayanannya harap ditingkatkan check kamar sebelum dipake cust,,keset sama tempat sampah saya minta dulu baru disediakan",0
1 dari 10 anak tidak mau kembali sekolah karena mereka takut korban bullying.,0
VIDEO: Mobil yang Terparkir di Kantor DPRD Sulsel Ini Gunakan Plat Palsu http://bit.ly/1actHr7 ,0
"masih ada rambut2 di seprai kasur, dan seprei kasur tidak bersih terdapat noda2..",0
"Kamar masih ada bau debu. Kamar mandi showernya mampet, ga ada air panas jg :’)",0
"Agak kotor sekarang yah, banyak yg rusak dan tidak dibetulkan.. but overall ok lah.. air panas langsung keluar, tapi pas malam airnya panasnya gak ada. ",0
"kamar ga sesuai sama yang di foto beda jauhh bangeet, tempatnya kurang bersih",0
Mendingan pergi dari pada di kecewain terus...mendingan pergi dari pada ada tp selalu dianggap gak ada.,0
Hingga kau sadari sesungguhnya yang kau punya hanya aku tempatmu kembali?? ? Sadis by Afgan ? https://path.com/p/12VKe6 ,0
kurang ramah,0
"Pelayanan kurang ramah, penjaganya yg cewek jutek judes, ga mau senyum.. kalo kamar sih memuaskan sekali cuma pelayanannya aja yg kurang..",0
saya kecewa karena tidak bisa cek in pada mlm itu dngan alasan boking lewat dari jam 12. padahal di menu pilihan di awal tertulis menginap mlm ini. ,0
"fasilitasnya OK, tapi kurang untuk pelayanannya. ",0
"lumayan, tp kamar mandinya kurang bersih & bau.",0
tempatnya nyaman tapi pelayannan kurang bagus bolak balik minta perlengkapan mandi....handuk.... juga hanya dikasih minuman gelas,0
lumayan murah. AC tidak dingin. kamar mandi kurang bersih. lingkungan sekitar kamar kurang bersih. ,0
"Lantai kamar kaya ada lengket2nya, mungkin karena belum dipel ",0
"#NewsSumsel Syahrini Diserbu Warga: ""Eh itu Syahrini, cantik yah, ih cantik banget. Tapi sayang kok pendek yah... http://bit.ly/18aSmLP ",0
"Masak masak sendiri....makan makan sendiriiii cuci baju sendirii, tidur pun sendiriiii~~ ??????? (at Chexoz) ? https://path.com/p/1g2xgZ ",0
ac kurang dingin dan kamar model lama,0
Syahrini Terlibat Kasus Feriyani Lim? - Silet 21 Februari 2015: http://youtu.be/7KxGOaN4RqA?a  via @YouTube,0
hot shower tidak berfungsi,0
saluran channel tv diperbaiki dan wifinya lambat,0
ace nya cuma ga dingin,0
Kamarnya banyak nyamuk dan kurang bersih.,0
"tempat memang tidak strategis. bangunannya pun sudah usang dan tidak terurus karena hotelnya sangat sepi. beberapa fasilitas hotel pun ada yang rusak, contohnya ac, shower, kasur, kunci lemari. Walaupun yang menginap sedikit, tapi tetap saja di buatkan sarapan. yaa sesuai lah sama budget kita. overall hotelnya lumayan bagus kok. terima kasih~",0
"Spreinya kotor kaya bekas darah gitu. Jijik bgt,, Baru ktahuan mlm karna d tutup sma selimut.  Kamar mandi kotor kayanya jarang d bersihkan. G sesuai sma foto.  Mengecewakan. ",0
"pada umumnya baik, sisa kurang wifi... tolong diperbaiki... ",0
"46. Jadi konflik Anas dan SBY sebenarnya terjadi sejak Kongres Demokrat pada Mei 2010, hanya mulai tampak serangannya sejak Anas terpilih.",0
PDIP Geram Budi Gunawan Tak Jadi Dilantik: Kemarahan si banteng moncong putih diprediksi akan menimbulkan manu... http://bit.ly/19NP9CF ,0
"Kamarnya kotor, bau, kasurnya banyak kutu.",0
Jangan salahin cewek kalo suata saat nanti dia pergi karna dia lelah dengan sifat kamu yg cuek dan gak pernah ngehargain perjuangan dia :'),0
"Pelayanannya kurang memuaskan, setiap hari tidak diberikan snack dan perlengkapan mandi airy. Untuk kamar jg tidak sesuai dengan yg digambar.. ",0
Bagus tapi tidak dapat air mineral botol,0
"18 persen mobil merah banyak yang menjadi korban kotoran burung, karena warna merah adalah warna favorit burung untuk membuang hajat.",0
Tgl 9 Juni 2018 saya menginap di salah satu kmr di lt.2 (lupa no kmr-nya) dan sangat kecewa krn AC yg sama sekali tidak dingin sehingga tidurngak nyenyak krn panas san flushing kloset yg rusak (tidak bisa di flush). Payah dan sangat tidak recommended,0
"saya tidak mendapat perlengkapan mandi standart airy, seperti: sabun, shampoo, pasta gigi, sisir rambut, & sikat gigi yang disimpan didalam dompet dg logo airy. ruangan yg saya tempati kurang bersih, banyak nyamuk, bed cover  ada bercak putih seperti bekas sperma, dan kamar mandi yang lantainya penuh kerak. terus terang, kali ini saya kecewa",0
Suami-Istri Kader PDIP Ngotot Maju Pilkada - http://JPNN.com  http://goo.gl/fb/p2vlVB  #KotawaringinTimur,0
"Semacam mimpi buruk. Resepsionis tdk ramah, tdk fleksibel, kamar blm siap sampe jam 2, tamu menunggu, listrik mati di pagi hari hampir khabisan udara di dlm, uang deposit tdk dikembalikan. Kalau butuh tip jgn begitu caranya. Sy tdk ingin kalian merasakan hal serupa, pertimbangkan matang2 sebelum memilih airy yg ini.",0
"Tidak ada yg bertulisan Airy di room 107, remot TV tdk bs di pakai(rusak), remot AC tdk ada(hidupin AC manual), perlengkapan kamar mandi cmn ada handuk. Kami sangat kecewa yg di room 107 Room 103 sangat puas perlengkapan room ada smua",0
kamar mandi menurut saya agak kurang yaa.. sudah ok sih.. tp utk air panas agak lama sekali menunggu nya.. shower nya pun miring2... ok lah..dgn harga yang relatif murah dan terjangkau.. thanks for Airyrooms.. ,0
"Datang jam 1 siang ga boleh check in sampe jam 2 pdhl uda capek bgt. Sprei jorok, ruangan lembab, jauh dari kota, sesuai lah harga murah. Ga rekomen lah.",0
"jangan makan,main hp trs tidur tiduran mulu heh #B -onie",0
laurajessica416: PDIP Ogah Andalkan Figur Jokowi di Pilkada 2015  http://goo.gl/LRcKnc ,0
"Lom bisa bobo gr2 ngutak atik Hp yg lg brmasalah,akhirx dah bisa digunaain lg tp gmn carax? (at SpideRed Room) ? https://path.com/p/4ch21N ",0
Kalau orang dah tak suka. Jangan terhegeh hegeh. Buang masa. Pergi terhegeh hegeh dekat orang lain pulak. Mana tahu ada yang suka.,0
"bagus, namun showe air panas sedikit tidak berfungsi",0
Friendzone itu kayak wiper mobil. Digunakan hanya untuk menghapus air hujan.. Atau air mata.. Atau menghapus tai burung. Udah.,0
jorok sekali ,0
"Cantik cantik cantik,liga kok kick off nya pake mundur2 kya syahrini...payah tim9 payah,menpora payah [pic] ? https://path.com/p/YXgGp ",0
"pelayanan enak sih, mbaknya ramah,  tapi kurang sopan.  masa tamu di anggap teman sendiri,  di panggil nama, setau saya, ada aturannya terus yg bantu login wifinya malah koko yg punya bukan pelayannya. btw.  thanks. ",0
"Bersih..nyaman utk stay for a while..cuma air panas agak lama,mgkn krn bnyk yg pakai..Over all sudah bagus",0
"Di Banda, 2 rumah & 28 ekor sapi hanyut. 400 rumah, 30 hektar padi dan 2 hektar jagung terendam, pagar sekolah dan kantor desa rusak..",0
"pelayanan buruk , ngga niat terima tamu",0
Ada kecelakaan tunggal mobil ertiga terbalik dijalur paling kanan tol jagorawi KM 35.200 (via rheea),0
Entah by Afgan ? https://path.com/p/LwY6Z ,0
"sy sdh beberapa kali menggunakan airy tap kamar hotel ini sangat jauh dari ekspektasi dan sangat tidak sesuai dengan deskripsi dan gambar di applikasi airy, bhkan aksesoris airynya tidak ada. tidak ada air hangat, kamar apek dan kotor , handuknya lebih mirip bathmat,jadi worry jg dengan airy ....",0
"Kondisi toilet kurang bersih, closet rusak dan lingkungan berisik",0
"kamar bau dari selokan kamar mandi,banyak nyamuknya,pagi air utk mandi sangat kecil jadi hrs nunggu agak siang utk mandi.",0
Tingkatkan Fasilitas dan Pelayanan Wifi tidak sampai ke kamar air hangat tidak hangat remote tv tidak berfungsi kurang pengharum ruangan,0
"kamarnya tidak nyaman, pengap dan tidak bersih",0
Ada istilah tersendiri bagi rasa takut untuk pergi ke sekolah yaitu 'Didaskaleinophobia'.,0
"??? BUNGA UNTUK MAMA ??? Pada suatu pagi, seorang pengusaha muda dengan tergesa-gesa berangkat ke kantor.? ? https://path.com/p/JvJEG ",0
tv nya lain kali diperbaiki ya,0
alamat g ktemu. di tlp g direspon... merugikan!!!!!!!!,0
kamar bagus dan rapi..  hanya kurang wangi saja,0
"Tidak bisa nonton tv karena tdk ada signal,sprei sepertinya belum diganti masih ada serpihan debu,tp overall cukup memuaskan apabila kemalaman di daerah setiabudi",0
Dualisme Kepemimpinn Golkar Pengaruhi Pilkada Kabupaten http://dlvr.it/8ftrH5  ,0
Ternyata di sekolah itu bukan cuma rebutan pacar tapi ada juga yang rebutan wifi,0
"Kau pernah pergi pantai ? Kau cuba jalan atas pasir pantai, kau toleh belakang ada tapak kaki kau kan ? Itu kenangan.",0
Gila jam segini masih di kantor piket demi spk :( (at Plaza Toyota) ? https://path.com/p/89iw0 ,0
Seandainya kenangan itu bisa diapus seperti foto di hp tinggal tekan tomblol 'delete' #jujur http://instagram.com/akujujurid ,0
"kamar tidak sesuai dengan harapan,ac sangat kotor,ubin terangkat jadi bahaya ketika terinjak,toilet ada kecoa........general cleaning harus berkala karna fasilitas sangat buruk",0
"Yang berkesan adalah pihak hotel berkenan memberikan makan sahur (sebagai ganti sarapan) waktu saya menginap di sini pada bulan Ramadhan. Yang perlu diperbaiki sekiranya handuk perlu diganti, plafon perlu dicat ulang agar bersih (ada plak hitam) dan mungkin kamar perlu dicek ulang (sepertinya ada air AC yang bocor menetes di kamar. Selebihnya baik.",0
Golkar Emoh Sewakan Kendaraan Politik di Pilkada - Republika Online http://bit.ly/1vSkRmx  #Golkar,0
Panas sekali waktu malam. Wifi nya tidak berfungsi,0
"Belum di sheeting kamarnya , biasanya setiap kali saya chek in menggunakan airy rooms . Kamar sudah di sheeting terlebih dahulu (atribut airy) seperti bantal , makanan , alat mandi . Itu belum disediakan oleh pihak hotel .",0
"Jangan berdoa turun ujan ya, mblo RT @dellyellie: selamat makan, biar kuat menghadapi kepiluan malam minggu ini :)",0
Kebersihan kamar perlu lebih diperhatikan.,0
tidak ada wifi sesuai yg di iklankan..  ,0
"selimut agak kotor, hot shower mati/rusak, fasilitas kamar mandi sudah tidak baik, pipa bawah wastafel bocor ",0
Minum air dingin (es) setelah makan akan menyebabkan tergangggunya proses penyerapan sari makanan oleh tubuh. #Psikologi,0
"ngantuknya kalo lg belajar, kalo lg main hp mah gak pernah.",0
#Golkar #ARB BNN sita dua kilogram sabu dari Malaysia http://bit.ly/1LlnbeP ,0
"ac tidak dingin,air sower kecil..",0
"paling gak suka dgn pelayanan kepala service, terlalu bossy, walau jabatan bapak diatas karyawan yg lain bapak itu bukan pemilik, harusnya bapak bilang rekan kerjanya bukan anak buah, kan sama2 di gaji😉,, dibenahi lagi lah aturannya jgn beda2 kalau ditanya,, biar tamu gak bingung,, breakfast gak enak sama sekali,, kalau anda ramah kami akan senang",0
"PELOR Band: Setelah Pakai Berlian 5 M, Kini Syahrini Dandan Nggak Nyambung: Syahrini yang biasanya tampil ... http://bit.ly/18c9pNO  thx",0
Kamar mandi agak sedikit bau dan parkiran cukup sulit,0
"awalnya sudah merasa tidak nyaman karena lantai kamar agak berdebu. setelah masuk, cek handuk & keset serta tempat sampah tidak disediakan, sambungan colokan tv ke stop kontak jg tidak ada. setelah minta pihak hotel dg cepat merespon. giliran mandi pagi, air di kamar mandi sama sekali tidak keluar, ditunggu satu jam jg tidak keluar jg. kecewa skali",0
"Kedua kalinya nonton film ini dan kedua kalinya gw mewek.. My idiot brother ???? ? Untukmu Aku Bertahan by Afgan ? https://path.com/p/429oIB """,0
air panas tidak ada,0
Para penumpang yang terlantar akibat delay parah di Bandara Soekarno Hatta masih berdatangan ke Kantor Lion Ai... http://bit.ly/1vRUg9f ,0
"ini pertama kalinya saya memesan airy rooms. saya pesan tanggal 13april untuk menginap tanggal 28april. tp ketika saya sampai di hotel, kamar yg saya booking tidak ada dan pihak hotel mengembalikan uang saya, alhasil saya harus mencari hotel lain pada hari itu! sangat mengecewakan karena tidak ada pemberitahuan dari jauh hari! TIDAK PROFESIONAL!",0
"Seprai dan bed covernya bau, kamarnya banyak nyamuk",0
Dari Kamar nya bagus banget. Sayang pelayan nya agak lama ,0
air panasnya kurang berfungsi dengan baik,0
wifi nya kurang. sama bnyk nyamuk,0
pelyanan sangat buruk terutama resepsionis yang cewek bikin naik darah . padahal kita bayar gk gratis . tv ada tapi tidak ada siaran . sangat kecewa. tolong buat onwer perlu di kasih teguran buat resepsionis yang seperti itu termkasih . dan gk recomed banget,0
Overall baik tapi kamar agak bau dan di lemari ada kecoa mati,0
"malam mingguan cuma di kantor doang kita, gimana mau keluar? (w/ hengky at nite & day makassar panakkukang) ? https://path.com/p/2OpXQ5 ",0
"Tampil Bak Lady Gaga, Syahrini Kembali Membuat Kehebohan http://bit.ly/1AWSzyP  #OpenFollow",0
bed cover dan sprei sepertinya jarang diganti. masi ad terlihat sisa rambut org sebelumnya.,0
air panas rusak... banyak bercak noda di sprei.. dan di bangku,0
Tahukah kamu kalau 100% kejadian hp yg terjatuh di kamar mandi diakibatkan orang membawa hp ke kamar mandi. #ProfessorMimin,0
Kamarnya kotor apalagi kamar mandi kotor tak terawat. WiFi tidak bisa. No recommended,0
"Bagus, nyaman, hanya saja di wc-nya bocor",0
seprainya dn handuknya kotor. lantainya kurang bersih. gaada sofanya sprti digambar.,0
"Menurut saya tidak ada ruang resepsionis, jadi kalau mau ketemu petugasnya bingung. Terus kemarin masuk kantor ada 2 orang sepertinya pemilikinya tapi tidak ramah. Mereka berdua asik makan sedangkan yang jaga melayani saya. Seharusnya sebagai pemilik sekedar basa basi dan membuat tamu nyaman ini tidak sama sekali makan saja. Air ditoilet pas mandi eh habis air sedang sampoan lagi itu. Sama ruang penginapan dan kost sepertinya nyatu dalam 1 gedung. Seharusnya untuk kost sendiri untuk penginapan yg pakai online atau airy room dipisah, oh ya spreinya sepertinya tidak di ganti. Soalnya bikin gatal akhirnya saya tidur di atas bedcover. Saran di perbaiki lagi pelayanannya biar bagus. Sama kalau bisa ruang penginapan kasih jendela yang menghadap pemandangan. Jangan menghadap lorong kan kelihatan orang lain kalau yang suami istri atau ganti baju. Walaupun pakai korden.",0
Agama suruh tutup aurat jela. Mana suruh match kan baju dgn tudung. Kita je selalu rumitkan benda mudah,0
"Kamarnya bagus, Fasilitas lengkap, Namun sebaiknya diberikan pewangi dan penghilang bau di kamar..",0
"Nyaman,bersih, Tapi kasurnya sempit bener-bener untuk 2 orang dempetan tdurnya Wifi susah connect",0
Airnya berbau,0
"Tidak ada Room service untuk menginap lebih dari semalam, dan wifi jaringannya koneksi internet kurang memuaskan lowspeed. ",0
"Beberapa laci di meja TV dan meja rias banyak rambut. Mungkin rambut pengunjung sebelumnya. Overall rapi dan bersih. Dapat free snacks, free flow water, dan toiletris. Tapi sayangnya, penjaganya kurang informatif. Misalnya, ada dapur umum tapi tidak ada informasi lebih detail apakah bisa digunakan oleh tamu yang menginap atau tidak. ",0
"Ketika km pergi yang aku harapkan cuma satu.. Jangan pernah 'dateng', kakm akhirnya km bakal pergi 'lagi'. :)",0
"biasa aja, kamar kurang bersih",0
"sayangnya: 1. handuknya bau 2. odolnya bekas pas saya buka, sudah terpakai 3. wifi tidak sampai ke kamar 4. alamat sepertinya ga sesuai. harusnya dangdeur indah 1 no 20 bukan dangdeur indah no 20. tks",0
"kamar mandi : bagus tp air panasnya ngga bisa kamar tidur : kasurnya ngga enak bgt per nya udh rusak,kaki kasur juga pada copot lantainya pada bopeng wifinya ngga connect",0
"kebersihan selimut, sarung bantal, handuk kurang kamar kurang wangi wifi tidak bisa",0
16.27: RT @araputrasikumb1: Daan mogot Perbatasan jkt - tangerang selalu macet akibat pedagang yg makan ruas jln ,0
"saya terlambat check out, harusnya jam 12. Saya check out jam 13.. Barang2 saya sudah dikeluarkan dari kamar. Saya pikir kebijakan hotel seperti ini harus diinformasikan terlebuh dahulu,",0
"harga lumayan ,tpi kamarnya sangat tidak nyaman,kaca gak ada air panas gak ada ,kamar mandi kurang ,tempat sampah gak ada ",0
wifi kurang kencang ,0
"Kamar nya lumayan, wifi nya gak nyampe sampai kamar saya, kamar mandi bau, jorok ",0
AC di kamar nomer 10 ngga dingin,0
Hahahaa locot ala-ala syahrini najiiisss banget wkwkwk ,0
*Omongan Jongos itu bernilai Sampah*PDIP Merasa Mega Dikriminalisasi http://www.jawapos.com/baca/artikel/13275/PDIP-Merasa-Mega-Dikriminalisasi ?,0
Bila kita ajak kawan road trip ramai ramai tapi diorng malas nak drive. Kita pergi satu kereta je la macam ni. ,0
"kali ini, kurang memuaskan untuk kamarnya.. pintu kamar susah di kunci, untuk seprei kasur masa banyak bolong2",0
"Pertama datang ada serangga di kasur saya, ac tua jadi berisik, pelayanan staff seperti bintang lima",0
Orangtua Mahasiswa UPI yang Diseret Mobil 30 Km: Pelaku Harus Dihukum Mati! http://tinyurl.com/mk4uqsk ,0
"kamar tdk sesuai yg di foto ternyata sempit banget, posisi wastefel jg ada di dlm kmrmandi, sedangkan di gmbar posisi wastafel di luar, kamar mandi sempit juga pas nyalain air dri shower malah mentok ke tmbok, kamar dari asbes jdi td kedap sura brisik klo ada yg ngobrol dri luar stafnya jutek2 !!!!! mengecewakan",0
15.21: RT @sally_sandjaja: Sebuah mobil terbakar di dpn appt Mediterania tj.duren-s.parman ,0
kamar dan Fasilitas baik cuman gk ada coklat bang bangnya,0
"kamar mandinya kurang bersih, ngak ada pewanginya juga. mohon di tingkatkan kembali..",0
Kurang nyaman dan sempit. Tidak terlalu bersih sprei nya kusam,0
mengecewakan. snack dan air mineral dari sponsor airy hanya untuk 1 customer sedangkan di pemesanan kamar maksimal 2 orang. handuk juga hanya 1 seharus 2 sesuai aturan yang tertera di aplikasi. walaupun guest house tapi pelayanannya sangat minimalis. shower air panas juga tidak berfungsi. sebaiknya di hapus dari layanan yang tercantum di aplikasi. ,0
"Lalu tarikan nafas itu pergi dan tidak kembali. Lenyap begitu saja. Kamu berharap itu tidak terjadi, tapi itu terjadi.",0
Ac ga dingin,0
kamar mandinya sempit dan bau pesing,0
"Dia yang pergi ninggalin kamu saat lagi nyaman dan sayang, dia juga yang nantinya akan mendapatkan hal yang sama. Karma itu nyata.",0
"Kamar mandi lembab,  exhaust/vacuum di kamar mandi tidak berfungsi sehingga handuk dan kain lainnya berbau apek. Pelayanan ramah Sarapannya tidak enak Kebersihan kamar kurang baik Dengan reputasi dan room rate sekian, menurut saya mengecewakan",0
"Ouwwww... *kaget* ""@kompascom: Demokrat Protes Pimpinan KPK Usulan SBY Tak Dipilih Jokowi http://kom.ps/AFploc """,0
"Wifinya tidak jalan, sangat disayangkan. Ruangan terlalu gelap dan tidak ada jendela",0
"cukup nyaman utk keluarga, sangat strategis dgn objek wisata . kebersihan perlu di tingkatkan lagi. kamar yg sy tempati sedikit aroma tidak sedap dri kamar mandi...",0
Ternyata @Bellaudya829 pernah sering mimisan waktu sekolah. @SarahSechan_NET ,0
"ga ada handuk , ac ga dingin , kamar kotor , semoga selanjutnya di upgrade lagi masalah kenyamananny",0
"Namanya juga cinta di sekolah.. Tiap hari ngeliat, tiap hari ketemu, mau ngelupain jadinya susah.",0
Nyaman & lumayan bersih. Menurut saya menu sarapan kurang bervariasi dan hot spot wifi perlu ditambah.,0
mungkin bisa dimulai dari fasilitas di kamar mandi soalnya waktu saya menempati kamar yg dipesan shower air panas tidak berfungsi,0
agak bau rokok :),0
"Airnya kurang lancar, bau asap rokok, sarung bantal belom di ganti. Isi kotak kosong tidak ada air mineral dan tidak seperti di tampilan.",0
kamar mandi ga bersih,0
Gadis yang memerankan Carol dalam film 'Poltergeist' meninggal di usia 12 dan skrg dipercaya menjadi hantu di kantor the Paramount Pictures.,0
"Wiidiih beres latian, liat hp ada bom kecil didepok.",0
"wifi di lantai 3, sedang dlm perbaikan.mohon secepatnya bisa selesai.harapan kami, ketika kembali menginap wifi sdah bisa digunakan.terimakasih",0
Sehingga hal tersebut menyebabkan ia harus berhutang makanan senilai 1 dirham untuk makan hewan yang dikendarainya.,0
"""Kalau PDIP Adem Ayem, Artinya Ada Deal di Balik Penunjukan Badrodin Jadi Kapolri"" http://ift.tt/1FFrIIH ",0
"Saya ma istri sampe berdebat tentang warna baju ini. Menurut sobat, ni baju warnanya apa? Putih-emas atau hitam-biru? http://fb.me/6vaX0KNPL ",0
Hehehe...SBY masih khawatir :)) RT @kompascom: Demokrat Protes Pimpinan KPK Usulan SBY Tak Dipilih Jokowi http://kom.ps/AFploc ,0
